path,name,size
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_BANK_CODE__C_D20231109.CSV.PGP,CARDXLOS_DATAX_BANK_CODE__C_D20231109.CSV.PGP,773
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_BANK_CODE__C_D20231109.CTL,CARDXLOS_DATAX_BANK_CODE__C_D20231109.CTL,82
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CDE_AFM_DECISION__C_D20231109.CSV.PGP,CARDXLOS_DATAX_CDE_AFM_DECISION__C_D20231109.CSV.PGP,150057
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CDE_AFM_DECISION__C_D20231109.CTL,CARDXLOS_DATAX_CDE_AFM_DECISION__C_D20231109.CTL,92
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CDE_CASE_RULES_FIRED__C_D20231109.CSV.PGP,CARDXLOS_DATAX_CDE_CASE_RULES_FIRED__C_D20231109.CSV.PGP,635
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CDE_CASE_RULES_FIRED__C_D20231109.CTL,CARDXLOS_DATAX_CDE_CASE_RULES_FIRED__C_D20231109.CTL,94
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CDE_MATCHING_RULES_FIRED__C_D20231109.CSV.PGP,CARDXLOS_DATAX_CDE_MATCHING_RULES_FIRED__C_D20231109.CSV.PGP,639
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CDE_MATCHING_RULES_FIRED__C_D20231109.CTL,CARDXLOS_DATAX_CDE_MATCHING_RULES_FIRED__C_D20231109.CTL,98
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CODE_LOOKUP__C_D20231109.CSV.PGP,CARDXLOS_DATAX_CODE_LOOKUP__C_D20231109.CSV.PGP,742
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CODE_LOOKUP__C_D20231109.CTL,CARDXLOS_DATAX_CODE_LOOKUP__C_D20231109.CTL,84
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CODE_PAYOFF_BANK__C_D20231109.CSV.PGP,CARDXLOS_DATAX_CODE_PAYOFF_BANK__C_D20231109.CSV.PGP,744
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CODE_PAYOFF_BANK__C_D20231109.CTL,CARDXLOS_DATAX_CODE_PAYOFF_BANK__C_D20231109.CTL,89
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_COMMUNICATION_CHANNEL__C_D20231109.CSV.PGP,CARDXLOS_DATAX_COMMUNICATION_CHANNEL__C_D20231109.CSV.PGP,793
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_COMMUNICATION_CHANNEL__C_D20231109.CTL,CARDXLOS_DATAX_COMMUNICATION_CHANNEL__C_D20231109.CTL,94
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CUSTOM_LABEL__C_D20231109.CSV.PGP,CARDXLOS_DATAX_CUSTOM_LABEL__C_D20231109.CSV.PGP,736
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_CUSTOM_LABEL__C_D20231109.CTL,CARDXLOS_DATAX_CUSTOM_LABEL__C_D20231109.CTL,85
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_ERROR_CODES__C_D20231109.CSV.PGP,CARDXLOS_DATAX_ERROR_CODES__C_D20231109.CSV.PGP,626
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_ERROR_CODES__C_D20231109.CTL,CARDXLOS_DATAX_ERROR_CODES__C_D20231109.CTL,85
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_INTERACTION_LOG__C_D20231109.CSV.PGP,CARDXLOS_DATAX_INTERACTION_LOG__C_D20231109.CSV.PGP,4581
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_INTERACTION_LOG__C_D20231109.CTL,CARDXLOS_DATAX_INTERACTION_LOG__C_D20231109.CTL,89
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LEADS_SCB_UNSECURED_LOAN_PRODUCTLIST__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LEADS_SCB_UNSECURED_LOAN_PRODUCTLIST__C_D20231109.CSV.PGP,734
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LEADS_SCB_UNSECURED_LOAN_PRODUCTLIST__C_D20231109.CTL,CARDXLOS_DATAX_LEADS_SCB_UNSECURED_LOAN_PRODUCTLIST__C_D20231109.CTL,109
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_ADDRESS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_ADDRESS__C_D20231109.CSV.PGP,947798
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_ADDRESS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_ADDRESS__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_ALTERNATE_SCORE_DETAILS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_ALTERNATE_SCORE_DETAILS__C_D20231109.CSV.PGP,359646
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_ALTERNATE_SCORE_DETAILS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_ALTERNATE_SCORE_DETAILS__C_D20231109.CTL,104
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_BANK_STATEMENT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_BANK_STATEMENT__C_D20231109.CSV.PGP,792
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_BANK_STATEMENT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_BANK_STATEMENT__C_D20231109.CTL,91
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_BOT_LIMIT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_BOT_LIMIT__C_D20231109.CSV.PGP,769
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_BOT_LIMIT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_BOT_LIMIT__C_D20231109.CTL,86
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CAM_UPDATE__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_CAM_UPDATE__C_D20231109.CSV.PGP,910
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CAM_UPDATE__C_D20231109.CTL,CARDXLOS_DATAX_LOS_CAM_UPDATE__C_D20231109.CTL,87
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CARD_LIST__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_CARD_LIST__C_D20231109.CSV.PGP,7903
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CARD_LIST__C_D20231109.CTL,CARDXLOS_DATAX_LOS_CARD_LIST__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPANYSTATEMENT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_COMPANYSTATEMENT__C_D20231109.CSV.PGP,807
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPANYSTATEMENT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_COMPANYSTATEMENT__C_D20231109.CTL,93
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCECVP_LIST__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_COMPLIANCECVP_LIST__C_D20231109.CSV.PGP,730
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCECVP_LIST__C_D20231109.CTL,CARDXLOS_DATAX_LOS_COMPLIANCECVP_LIST__C_D20231109.CTL,95
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCEHIT_RESULT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_COMPLIANCEHIT_RESULT__C_D20231109.CSV.PGP,1266
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCEHIT_RESULT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_COMPLIANCEHIT_RESULT__C_D20231109.CTL,97
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCE_ACCOUNT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_COMPLIANCE_ACCOUNT__C_D20231109.CSV.PGP,134091
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCE_ACCOUNT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_COMPLIANCE_ACCOUNT__C_D20231109.CTL,97
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCE__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_COMPLIANCE__C_D20231109.CSV.PGP,165438
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_COMPLIANCE__C_D20231109.CTL,CARDXLOS_DATAX_LOS_COMPLIANCE__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CONSENT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_CONSENT__C_D20231109.CSV.PGP,840473
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CONSENT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_CONSENT__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CREDIT_HISTORY__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_CREDIT_HISTORY__C_D20231109.CSV.PGP,213618
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CREDIT_HISTORY__C_D20231109.CTL,CARDXLOS_DATAX_LOS_CREDIT_HISTORY__C_D20231109.CTL,94
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CVP_OPTION__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_CVP_OPTION__C_D20231109.CSV.PGP,726
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_CVP_OPTION__C_D20231109.CTL,CARDXLOS_DATAX_LOS_CVP_OPTION__C_D20231109.CTL,87
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_DOCUMENT_EXTRACT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_DOCUMENT_EXTRACT__C_D20231109.CSV.PGP,780
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_DOCUMENT_EXTRACT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_DOCUMENT_EXTRACT__C_D20231109.CTL,93
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_DOCUMENT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_DOCUMENT__C_D20231109.CSV.PGP,457772
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_DOCUMENT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_DOCUMENT__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_ELIGIBLE_PROGRAM__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_ELIGIBLE_PROGRAM__C_D20231109.CSV.PGP,75052
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_ELIGIBLE_PROGRAM__C_D20231109.CTL,CARDXLOS_DATAX_LOS_ELIGIBLE_PROGRAM__C_D20231109.CTL,96
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_EMPLOYMENT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_EMPLOYMENT__C_D20231109.CSV.PGP,387172
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_EMPLOYMENT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_EMPLOYMENT__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_FINANCIAL_ACCOUNT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_FINANCIAL_ACCOUNT__C_D20231109.CSV.PGP,298666
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_FINANCIAL_ACCOUNT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_FINANCIAL_ACCOUNT__C_D20231109.CTL,97
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_FU_HISTORY__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_FU_HISTORY__C_D20231109.CSV.PGP,1886
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_FU_HISTORY__C_D20231109.CTL,CARDXLOS_DATAX_LOS_FU_HISTORY__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_HOUSEHOLD__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_HOUSEHOLD__C_D20231109.CSV.PGP,29242
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_HOUSEHOLD__C_D20231109.CTL,CARDXLOS_DATAX_LOS_HOUSEHOLD__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_HSSEGMENTS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_HSSEGMENTS__C_D20231109.CSV.PGP,5133224
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_HSSEGMENTS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_HSSEGMENTS__C_D20231109.CTL,92
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_IDSEGMENTS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_IDSEGMENTS__C_D20231109.CSV.PGP,176957
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_IDSEGMENTS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_IDSEGMENTS__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_INSURANCE__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_INSURANCE__C_D20231109.CSV.PGP,770
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_INSURANCE__C_D20231109.CTL,CARDXLOS_DATAX_LOS_INSURANCE__C_D20231109.CTL,86
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_IQSEGMENTS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_IQSEGMENTS__C_D20231109.CSV.PGP,2707065
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_IQSEGMENTS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_IQSEGMENTS__C_D20231109.CTL,92
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_APPLICANT_ROLE__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_LOAN_APPLICANT_ROLE__C_D20231109.CSV.PGP,2157817
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_APPLICANT_ROLE__C_D20231109.CTL,CARDXLOS_DATAX_LOS_LOAN_APPLICANT_ROLE__C_D20231109.CTL,100
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_APPLICATION__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_LOAN_APPLICATION__C_D20231109.CSV.PGP,1711447
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_APPLICATION__C_D20231109.CTL,CARDXLOS_DATAX_LOS_LOAN_APPLICATION__C_D20231109.CTL,97
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_ISSUER__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_LOAN_ISSUER__C_D20231109.CSV.PGP,12261
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_ISSUER__C_D20231109.CTL,CARDXLOS_DATAX_LOS_LOAN_ISSUER__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_STATUS_LOG__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_LOAN_STATUS_LOG__C_D20231109.CSV.PGP,50025
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_LOAN_STATUS_LOG__C_D20231109.CTL,CARDXLOS_DATAX_LOS_LOAN_STATUS_LOG__C_D20231109.CTL,95
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_MODEL_CHARACTERISTICS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_MODEL_CHARACTERISTICS__C_D20231109.CSV.PGP,638
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_MODEL_CHARACTERISTICS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_MODEL_CHARACTERISTICS__C_D20231109.CTL,99
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_OFFER__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_OFFER__C_D20231109.CSV.PGP,1150
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_OFFER__C_D20231109.CTL,CARDXLOS_DATAX_LOS_OFFER__C_D20231109.CTL,82
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PASEGMENTS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_PASEGMENTS__C_D20231109.CSV.PGP,570253
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PASEGMENTS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_PASEGMENTS__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PNSEGMENTS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_PNSEGMENTS__C_D20231109.CSV.PGP,213163
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PNSEGMENTS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_PNSEGMENTS__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PRICING_TIERS__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_PRICING_TIERS__C_D20231109.CSV.PGP,951
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PRICING_TIERS__C_D20231109.CTL,CARDXLOS_DATAX_LOS_PRICING_TIERS__C_D20231109.CTL,90
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PRODUCT_CVP__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_PRODUCT_CVP__C_D20231109.CSV.PGP,715
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PRODUCT_CVP__C_D20231109.CTL,CARDXLOS_DATAX_LOS_PRODUCT_CVP__C_D20231109.CTL,88
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PRODUCT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_PRODUCT__C_D20231109.CSV.PGP,431744
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_PRODUCT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_PRODUCT__C_D20231109.CTL,87
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RATE__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_RATE__C_D20231109.CSV.PGP,64566
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RATE__C_D20231109.CTL,CARDXLOS_DATAX_LOS_RATE__C_D20231109.CTL,84
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RELATION__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_RELATION__C_D20231109.CSV.PGP,726
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RELATION__C_D20231109.CTL,CARDXLOS_DATAX_LOS_RELATION__C_D20231109.CTL,85
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RESPONSEAPPLICANT__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_RESPONSEAPPLICANT__C_D20231109.CSV.PGP,230180
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RESPONSEAPPLICANT__C_D20231109.CTL,CARDXLOS_DATAX_LOS_RESPONSEAPPLICANT__C_D20231109.CTL,97
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RESPONSE_APPLICATION__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_RESPONSE_APPLICATION__C_D20231109.CSV.PGP,164227
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_RESPONSE_APPLICATION__C_D20231109.CTL,CARDXLOS_DATAX_LOS_RESPONSE_APPLICATION__C_D20231109.CTL,100
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LOS/CARDXLOS_DATAX_LOS_SLA_TIME_CONFIGURATION__C_D20231109.CSV.PGP,CARDXLOS_DATAX_LOS_SLA_TIME_CONFIGURATION__C_D20231109.CSV.PGP,788
